Symbol,Name,Keyword
ITUB,Itau Unibanco Banco Holding SA,Itau Unibanco Banco SA
ITW,Illinois Tool Works Inc.,Illinois Tool Works
IUS,Invesco RAFI Strategic US ETF,Invesco RAFI Strategic US ETF
IUSB,iShares Core Total USD Bond Market ETF,iShares Core Total USD Bond Market ETF
IUSG,iShares Core S&P U.S. Growth ETF,iShares Core S&P U.S. Growth ETF
IUSS,Invesco RAFI Strategic US Small Company ETF,Invesco RAFI Strategic US Small Company ETF
IUSV,iShares Core S&P U.S. Value ETF,iShares Core S&P U.S. Value ETF
IVA,Inventiva S.A.,Inventiva
IVAC,"Intevac, Inc.",Intevac
IVC,Invacare Corporation,Invacare 
IVH,Ivy High Income Opportunities Fund,Ivy High Income Opportunities Fund
IVR,INVESCO MORTGAGE CAPITAL INC,INVESCO MORTGAGE CAPITAL
IVR-A,Invesco Mortgage Capital Inc.,Invesco Mortgage Capital
IVR-B,INVESCO MORTGAGE CAPITAL INC,INVESCO MORTGAGE CAPITAL
IVR-C,INVESCO MORTGAGE CAPITAL INC,INVESCO MORTGAGE CAPITAL
IVZ,Invesco Plc,Invesco
IX,Orix Corp Ads,Orix Corp Ads
IXUS,iShares Core MSCI Total International Stock ETF,iShares Core MSCI Total International Stock ETF
IZEA,"IZEA Worldwide, Inc.",IZEA Worldwide
J,Jacobs Engineering Group Inc.,Jacobs Engineering
JACK,Jack In The Box Inc.,Jack In The Box
JAGX,"Jaguar Health, Inc.",Jaguar Health
JAKK,"JAKKS Pacific, Inc.",JAKKS Pacific
JAMF,Jamf Holding Corp.,Jamf
JAN,JanOne Inc.,JanOne
JAQC,Jupiter Acquisition Corporation,Jupiter Acquisition 
JAQCU,Jupiter Acquisition Corporation,Jupiter Acquisition 
JAX,"J. Alexander's Holdings, Inc.",J. Alexander's
JAZZ,Jazz Pharmaceuticals plc,Jazz Pharmaceuticals
JBGS,JBG SMITH Properties,JBG SMITH Properties
JBHT,"J.B. Hunt Transport Services, Inc.",J.B. Hunt Transport Services
JBK,Lehman ABS Corporation,Lehman ABS 
JBL,Jabil Inc.,Jabil
JBLU,JetBlue Airways Corporation,JetBlue Airways 
JBSS,"John B. Sanfilippo & Son, Inc.",John B. Sanfilippo & Son
JBT,John Bean Technologies Corporation,John Bean Technologies 
JCAP,"Jernigan Capital, Inc.",Jernigan Capital
JCAP-B,"Jernigan Capital, Inc.",Jernigan Capital
JCE,Nuveen Core Equity Alpha Fund,Nuveen Core Equity Alpha Fund
JCI,Johnson Controls International plc,Johnson Controls International
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,Nuveen Credit Opportunities 2022 Target Term Fund
JCOM,"j2 Global, Inc.",j2 Global
JCS,"Communications Systems, Inc.",Communications Systems
JCTCF,Jewett-Cameron Trading Company,Jewett-Cameron Trading
JD,"JD.com, Inc.",JD.com
JDD,Nuveen Diversified Dividend and Income Fund,Nuveen Diversified Dividend and Income Fund
JE,"Just Energy Group, Inc.",Just Energy
JE-A,"Just Energy Group, Inc.",Just Energy
JEF,Jefferies Financial Group Inc.,Jefferies Financial
JELD,"JELD-WEN Holding, Inc.",JELD-WEN
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,Nuveen Emerging Markets Debt 2022 Target Term Fund
JEQ,"Aberdeen Japan Equity Fund, Inc. ",Aberdeen Japan Equity Fund
JFIN,Jiayin Group Inc.,Jiayin
JFK,8i Enterprises Acquisition Corp,8i Enterprises Acquisition Corp
JFKKR,8i Enterprises Acquisition Corp,8i Enterprises Acquisition Corp
JFKKU,8i Enterprises Acquisition Corp,8i Enterprises Acquisition Corp
JFKKW,8i Enterprises Acquisition Corp,8i Enterprises Acquisition Corp
JFR,Nuveen Floating Rate Income Fund,Nuveen Floating Rate Income Fund
JFU,9F Inc.,9F
JG,Aurora Mobile Limited,Aurora Mobile
JGH,Nuveen Global High Income Fund,Nuveen Global High Income Fund
JHAA,Nuveen Corporate Income 2023 Target Term Fund,Nuveen Corporate Income 2023 Target Term Fund
JHB,Nuveen Corporate Income November 2021 Target Term ,Nuveen Corporate Income November 2021 Target Term
JHG,Janus Henderson Group plc,Janus Henderson
JHI,John Hancock Investors Trust,John Hancock Investors Trust
JHS,John Hancock Income Securities Trust,John Hancock Income Securities Trust
JHX,James Hardie Industries plc.,James Hardie Industries
JHY,Nuveen High Income 2020 Target Term Fund,Nuveen High Income 2020 Target Term Fund
JIH,"Juniper Industrial Holdings, Inc.",Juniper Industrial
JIH-U,"Juniper Industrial Holdings, Inc.",Juniper Industrial
JIH-WS,"Juniper Industrial Holdings, Inc.",Juniper Industrial
JILL,"J. Jill, Inc.",J. Jill
JJSF,J & J Snack Foods Corp.,J & J Snack Foods
JKHY,"Jack Henry & Associates, Inc.",Jack Henry & Associates
JKI,iShares Morningstar Mid-Cap ETF,iShares Morningstar Mid-Cap ETF
JKS,JinkoSolar Holding Company Limited,JinkoSolar
JLL,Jones Lang LaSalle Incorporated,Jones Lang LaSalle
JLS,Nuveen Mortgage and Income Fund,Nuveen Mortgage and Income Fund
JMIA,Jumia Technologies AG,Jumia Technologies
JMM,Nuveen Multi-Market Income Fund,Nuveen Multi-Market Income Fund
JMP,JMP Group LLC,JMP LLC
JMPNL,JMP Group LLC,JMP LLC
JMPNZ,JMP Group LLC,JMP LLC
JNCE,"Jounce Therapeutics, Inc.",Jounce Therapeutics
JNJ,Johnson & Johnson,Johnson & Johnson
JNPR,"Juniper Networks, Inc.",Juniper Networks
JOBS,"51job, Inc.",51job
JOE,St. Joe Company (The),St. Joe
JOF,Japan Smaller Capitalization Fund Inc,Japan Smaller Capitalization Fund Inc
JOUT,Johnson Outdoors Inc.,Johnson Outdoors
JP,Jupai Holdings Limited,Jupai
JPC,Nuveen Preferred & Income Opportunities Fund,Nuveen Preferred & Income Opportunities Fund
JPI,Nuveen Preferred and Income Term Fund,Nuveen Preferred and Income Term Fund
JPM,JPMorgan Chase & Co,JPMorgan Chase
JPM-C,JPMorgan Chase & Co,JPMorgan Chase
JPM-D,JPMorgan Chase & Co,JPMorgan Chase
JPM-G,JPMorgan Chase & Co,JPMorgan Chase
JPM-H,JPMorgan Chase & Co,JPMorgan Chase
JPM-J,JPMorgan Chase & Co,JPMorgan Chase
JPS,Nuveen Preferred & Income Securities Fund,Nuveen Preferred & Income Securities Fund
JPT,Nuveen Preferred and Income 2022 Term Fund,Nuveen Preferred and Income 2022 Term Fund
JQC,Nuveen Credit Strategies Income Fund,Nuveen Credit Strategies Income Fund
JRI,Nuveen Real Asset Income and Growth Fund,Nuveen Real Asset Income and Growth Fund
JRJC,China Finance Online Co. Limited,China Finance Online
JRO,Nuveen Floating Rate Income Opportuntiy Fund,Nuveen Floating Rate Income Opportuntiy Fund
JRS,Nuveen Real Estate Fund,Nuveen Real Estate Fund
JRSH,"Jerash Holdings (US), Inc.",Jerash (US)
JRVR,"James River Group Holdings, Ltd.",James River
JSD,Nuveen Short Duration Credit Opportunities Fund,Nuveen Short Duration Credit Opportunities Fund
JSM,Navient Corporation,Navient 
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Janus Henderson Small/Mid Cap Growth Alpha ETF
JSML,Janus Henderson Small Cap Growth Alpha ETF,Janus Henderson Small Cap Growth Alpha ETF
JT,Jianpu Technology Inc.,Jianpu Technology
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,Nuveen Tax-Advantaged Total Return Strategy Fund
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,Nuveen Tax-Advantaged Dividend Growth Fund
JVA,"Coffee Holding Co., Inc.",Coffee
JW-A,"John Wiley & Sons, Inc.",John Wiley & Sons
JW-B,"John Wiley & Sons, Inc.",John Wiley & Sons
JWN,"Nordstrom, Inc.",Nordstrom
JWS,Jaws Acquisition Corp.,Jaws Acquisition
JWS-U,Jaws Acquisition Corp.,Jaws Acquisition
JWS-WS,Jaws Acquisition Corp.,Jaws Acquisition
JYNT,The Joint Corp.,The Joint
K,Kellogg Company,Kellogg
KAI,Kadant Inc,Kadant
KALA,"Kala Pharmaceuticals, Inc.",Kala Pharmaceuticals
KALU,Kaiser Aluminum Corporation,Kaiser Aluminum 
KALV,"KalVista Pharmaceuticals, Inc.",KalVista Pharmaceuticals
KAMN,Kaman Corporation,Kaman 
KAR,"KAR Auction Services, Inc",KAR Auction Services
KB,KB Financial Group Inc,KB Financial
KBAL,"Kimball International, Inc.",Kimball International
KBH,KB Home,KB Home
KBLM,KBL Merger Corp. IV,KBL Merger  IV
KBLMR,KBL Merger Corp. IV,KBL Merger  IV
KBLMU,KBL Merger Corp. IV,KBL Merger  IV
KBLMW,KBL Merger Corp. IV,KBL Merger  IV
KBNT,"Kubient, Inc.",Kubient
KBNTW,"Kubient, Inc.",Kubient
KBR,"KBR, Inc.",KBR
KBSF,KBS Fashion Group Limited,KBS Fashion
KBWB,Invesco KBW Bank ETF,Invesco KBW Bank ETF
KBWD,Invesco KBW High Dividend Yield Financial ETF,Invesco KBW High Dividend Yield Financial ETF
KBWP,Invesco KBW Property & Casualty Insurance ETF,Invesco KBW Property & Casualty Insurance ETF
KBWR,Invesco KBW Regional Banking ETF,Invesco KBW Regional Banking ETF
KBWY,Invesco KBW Premium Yield Equity REIT ETF,Invesco KBW Premium Yield Equity REIT ETF
KC,Kingsoft Cloud Holdings Limited,Kingsoft Cloud
KCAC,Kensington Capital Acquisition Corp.,Kensington Capital Acquisition
KCAC-U,Kensington Capital Acquisition Corp.,Kensington Capital Acquisition
KCAC-WS,Kensington Capital Acquisition Corp.,Kensington Capital Acquisition
KCAPL,Portman Ridge Finance Corporation,Portman Ridge Finance 
KDMN,"Kadmon Holdings, Inc.",Kadmon
KDP,Keurig Dr Pepper Inc.,Keurig Dr Pepper
KE,"Kimball Electronics, Inc.",Kimball Electronics
KELYA,"Kelly Services, Inc.",Kelly Services
KELYB,"Kelly Services, Inc.",Kelly Services
KEN,Kenon Holdings Ltd.,Kenon
KEP,Korea Electric Power Corporation,Korea Electric Power 
KEQU,Kewaunee Scientific Corporation,Kewaunee Scientific 
KERN,Akerna Corp.,Akerna
KERNW,Akerna Corp.,Akerna
KEX,Kirby Corporation,Kirby 
KEY,KeyCorp,KeyCorp
KEY-I,KeyCorp,KeyCorp
KEY-J,KeyCorp,KeyCorp
KEY-K,KeyCorp,KeyCorp
KEYS,Keysight Technologies Inc.,Keysight Technologies
KF,"Korea Fund, Inc. (The)",Korea Fund
KFFB,Kentucky First Federal Bancorp,Kentucky First Federal Bancorp
KFRC,"Kforce, Inc.",Kforce
KFS,"Kingsway Financial Services, Inc.",Kingsway Financial Services
KFY,Korn Ferry ,Korn Ferry
KGC,Kinross Gold Corporation,Kinross Gold 
KHC,The Kraft Heinz Company,The Kraft Heinz
KIDS,OrthoPediatrics Corp.,OrthoPediatrics
KIM,Kimco Realty Corporation,Kimco Realty 
KIM-L,Kimco Realty Corporation,Kimco Realty 
KIM-M,Kimco Realty Corporation,Kimco Realty 
KIN,"Kindred Biosciences, Inc.",Kindred Biosciences
KINS,"Kingstone Companies, Inc",Kingstone Companies
KIO,KKR Income Opportunities Fund,KKR Income Opportunities Fund
KIRK,"Kirkland's, Inc.",Kirkland's
KKR,KKR & Co. Inc.,KKR &
KKR-A,KKR & Co. Inc.,KKR &
KKR-B,KKR & Co. Inc.,KKR &
KKR-C,KKR & Co. Inc.,KKR &
KL,Kirkland Lake Gold Ltd.,Kirkland Lake Gold
KLAC,KLA Corporation ,KLA 
KLDO,"Kaleido Biosciences, Inc.",Kaleido Biosciences
KLIC,"Kulicke and Soffa Industries, Inc.",Kulicke and Soffa Industries
KLXE,"KLX Energy Services Holdings, Inc. ",KLX Energy Services
KMB,Kimberly-Clark Corporation,Kimberly-Clark 
KMDA,Kamada Ltd.,Kamada
KMF,"Kayne Anderson Midstream Energy Fund, Inc",Kayne Anderson Midstream Energy Fund
KMI,"Kinder Morgan, Inc.",Kinder Morgan
KMPR,Kemper Corporation,Kemper 
KMT,Kennametal Inc.,Kennametal
KMX,CarMax Inc,CarMax
KN,Knowles Corporation,Knowles 
KNDI,"Kandi Technologies Group, Inc.",Kandi Technologies
KNL,"Knoll, Inc.",Knoll
KNOP,KNOT Offshore Partners LP,KNOT Offshore Partners
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Kiniksa Pharmaceuticals
KNSL,"Kinsale Capital Group, Inc.",Kinsale Capital
KNX,"Knight Transportation, Inc.",Knight Transportation
KO,Coca-Cola Company (The),Coca-Cola
KOD,Kodiak Sciences Inc,Kodiak Sciences
KODK,Eastman Kodak Company,Eastman Kodak
KOF,Coca Cola Femsa S.A.B. de C.V.,Coca Cola Femsa
KOP,Koppers Holdings Inc.,Koppers
KOPN,Kopin Corporation,Kopin 
KOR,Corvus Gold Inc.,Corvus Gold
KOS,Kosmos Energy Ltd.,Kosmos Energy
KOSS,Koss Corporation,Koss 
KPTI,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics
KR,Kroger Company (The),Kroger
KRA,Kraton Corporation,Kraton 
KRC,Kilroy Realty Corporation,Kilroy Realty 
KREF,KKR Real Estate Finance Trust Inc.,KKR Real Estate Finance Trust
KRG,Kite Realty Group Trust,Kite Realty Trust
KRKR,36Kr Holdings Inc.,36Kr
KRMA,Global X Conscious Companies ETF,Global X Conscious Companies ETF
KRMD,"Repro Med Systems, Inc.",Repro Med Systems
KRNT,Kornit Digital Ltd.,Kornit Digital
KRNY,Kearny Financial,Kearny Financial
KRO,Kronos Worldwide Inc,Kronos Worldwide
KROS,"Keros Therapeutics, Inc.",Keros Therapeutics
KRP,Kimbell Royalty Partners,Kimbell Royalty Partners
KRTX,"Karuna Therapeutics, Inc.",Karuna Therapeutics
KRUS,"Kura Sushi USA, Inc.",Kura Sushi USA
KRYS,"Krystal Biotech, Inc.",Krystal Biotech
KSM,Scudder Strategic Municiple Income Trust,Scudder Strategic Municiple Income Trust
KSMTU,Kismet Acquisition One Corp,Kismet Acquisition One Corp
KSPN,Kaspien Holdings Inc.,Kaspien
KSS,Kohl's Corporation,Kohl's 
KSU,Kansas City Southern,Kansas City Southern
KSU-,Kansas City Southern,Kansas City Southern
KT,KT Corporation,KT 
KTB,"Kontoor Brands, Inc.",Kontoor Brands
KTCC,Key Tronic Corporation,Key Tronic 
KTF,Scudder Municiple Income Trust,Scudder Municiple Income Trust
KTH,Lehman ABS Corporation,Lehman ABS 
KTN,Lehman ABS Corporation,Lehman ABS 
KTOS,"Kratos Defense & Security Solutions, Inc.",Kratos Defense & Security Solutions
KTOV,Kitov Pharma Ltd.,Kitov Pharma
KTOVW,Kitov Pharma Ltd.,Kitov Pharma
KTRA,"Kintara Therapeutics, Inc.",Kintara Therapeutics
KURA,"Kura Oncology, Inc.",Kura Oncology
KVHI,"KVH Industries, Inc.",KVH Industries
KW,Kennedy-Wilson Holdings Inc.,Kennedy-Wilson
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,KraneShares Trust KraneShares CSI China Internet ETF
KWR,Quaker Chemical Corporation,Quaker Chemical 
KXIN,Kaixin Auto Holdings,Kaixin Auto
KYMR,"Kymera Therapeutics, Inc.",Kymera Therapeutics
KYN,Kayne Anderson MLP/Midstream Investment Company,Kayne Anderson MLP/Midstream Investment
KZIA,Kazia Therapeutics Limited,Kazia Therapeutics
KZR,"Kezar Life Sciences, Inc.",Kezar Life Sciences
L,Loews Corporation,Loews 
LAC,Lithium Americas Corp.,Lithium Americas
LACQ,Leisure Acquisition Corp.,Leisure Acquisition
LACQU,Leisure Acquisition Corp.,Leisure Acquisition
LACQW,Leisure Acquisition Corp.,Leisure Acquisition
LAD,"Lithia Motors, Inc.",Lithia Motors
LADR,Ladder Capital Corp,Ladder Capital Corp
LAIX,LAIX Inc.,LAIX
LAKE,"Lakeland Industries, Inc.",Lakeland Industries
LAMR,Lamar Advertising Company,Lamar Advertising
LANC,Lancaster Colony Corporation,Lancaster Colony 
LAND,Gladstone Land Corporation,Gladstone Land 
LANDP,Gladstone Land Corporation,Gladstone Land 
LARK,Landmark Bancorp Inc.,Landmark Bancorp
LASR,"nLIGHT, Inc.",nLIGHT
LATN,Union Acquisition Corp. II,Union Acquisition  II
LATNU,Union Acquisition Corp. II,Union Acquisition  II
LATNW,Union Acquisition Corp. II,Union Acquisition  II
LAUR,"Laureate Education, Inc.",Laureate Education
LAWS,"Lawson Products, Inc.",Lawson Products
LAZ,Lazard Ltd.,Lazard
LAZY,"Lazydays Holdings, Inc.",Lazydays
LB,"L Brands, Inc.",L Brands
LBAI,"Lakeland Bancorp, Inc.",Lakeland Bancorp
LBC,Luther Burbank Corporation,Luther Burbank 
LBRDA,Liberty Broadband Corporation,Liberty Broadband 
LBRDK,Liberty Broadband Corporation,Liberty Broadband 
LBRT,Liberty Oilfield Services Inc.,Liberty Oilfield Services
LBTYA,Liberty Global plc,Liberty Global
LBTYB,Liberty Global plc,Liberty Global
LBTYK,Liberty Global plc,Liberty Global
LC,LendingClub Corporation,LendingClub 
LCA,"Landcadia Holdings II, Inc.",Landcadia II
LCAHU,"Landcadia Holdings II, Inc.",Landcadia II
LCAHW,"Landcadia Holdings II, Inc.",Landcadia II
LCAPU,Lionheart Acquisition Corp. II,Lionheart Acquisition  II
LCI,Lannett Co Inc,Lannett
LCII,LCI Industries ,LCI Industries
LCNB,LCNB Corporation,LCNB 
LCUT,"Lifetime Brands, Inc.",Lifetime Brands
LDEM,iShares ESG MSCI EM Leaders ETF,iShares ESG MSCI EM Leaders ETF
LDL,"Lydall, Inc.",Lydall
LDOS,"Leidos Holdings, Inc.",Leidos
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",Cohen & Steers  Duration Preferred and Income Fund
LDSF,First Trust Low Duration Strategic Focus ETF,First Trust Low Duration Strategic Focus ETF
LE,"Lands' End, Inc.",Lands' End
LEA,Lear Corporation,Lear 
LEAF,Leaf Group Ltd.,Leaf
LECO,"Lincoln Electric Holdings, Inc.",Lincoln Electric
LEDS,SemiLEDS Corporation,SemiLEDS 
LEE,"Lee Enterprises, Incorporated",Lee Enterprises
LEG,"Leggett & Platt, Incorporated",Leggett & Platt
LEGH,Legacy Housing Corporation,Legacy Housing 
LEGN,Legend Biotech Corporation,Legend Biotech 
LEGR,First Trust Indxx Innovative Transaction & Process ETF,First Trust Indxx Innovative Transaction & Process ETF
LEJU,Leju Holdings Limited,Leju
LEN,Lennar Corporation,Lennar 
LEN-B,Lennar Corporation,Lennar 
LEO,"BNY Mellon Strategic Municipals, Inc.",BNY Mellon Strategic Municipals
LEVI,Levi Strauss & Co,Levi Strauss & Co
LEVL,"Level One Bancorp, Inc.",Level One Bancorp
LEVLP,"Level One Bancorp, Inc.",Level One Bancorp
LFAC,LF Capital Acquistion Corp.,LF Capital Acquistion
LFACU,LF Capital Acquistion Corp.,LF Capital Acquistion
LFACW,LF Capital Acquistion Corp.,LF Capital Acquistion
LFC,China Life Insurance Company Limited,China Life Insurance
LFUS,"Littelfuse, Inc.",Littelfuse
LFVN,Lifevantage Corporation,Lifevantage 
LGC,Legacy Acquisition Corp.,Legacy Acquisition
LGC-U,Legacy Acquisition Corp.,Legacy Acquisition
LGC-WS,Legacy Acquisition Corp.,Legacy Acquisition
LGF-A,Lions Gate Entertainment Corporation,Lions Gate Entertainment 
LGF-B,Lions Gate Entertainment Corporation,Lions Gate Entertainment 
LGHL,Lion Group Holding Ltd.,Lion
LGHLW,Lion Group Holding Ltd.,Lion
LGI,Lazard Global Total Return and Income Fund,Lazard Global Total Return and Income Fund
LGIH,"LGI Homes, Inc.",LGI Homes
LGND,Ligand Pharmaceuticals Incorporated,Ligand Pharmaceuticals
LGVW,Longview Acquisition Corp.,Longview Acquisition
LGVW-U,Longview Acquisition Corp.,Longview Acquisition
LGVW-WS,Longview Acquisition Corp.,Longview Acquisition
LH,Laboratory Corporation of America Holdings,Laboratory  of America
LHCG,LHC Group,LHC
LHX,"L3Harris Technologies, Inc.",L3Harris Technologies
LI,Li Auto Inc.,Li Auto
LIFE,"aTyr Pharma, Inc.",aTyr Pharma
LII,"Lennox International, Inc.",Lennox International
LILA,Liberty Latin America Ltd.,Liberty Latin America
LILAK,Liberty Latin America Ltd.,Liberty Latin America
LILAR,Liberty Latin America Ltd.,Liberty Latin America
LIN,Linde plc,Linde
LINC,Lincoln Educational Services Corporation,Lincoln Educational Services 
LIND,Lindblad Expeditions Holdings Inc. ,Lindblad Expeditions
LINX,Linx S.A.,Linx
LIQT,"LiqTech International, Inc.",LiqTech International
LITB,"LightInTheBox Holding Co., Ltd.",LightInTheBox
LITE,Lumentum Holdings Inc.,Lumentum
LIVE,Live Ventures Incorporated,Live Ventures
LIVK,LIV Capital Acquisition Corp.,LIV Capital Acquisition
LIVKU,LIV Capital Acquisition Corp.,LIV Capital Acquisition
LIVKW,LIV Capital Acquisition Corp.,LIV Capital Acquisition
LIVN,LivaNova PLC,LivaNova
LIVX,"LiveXLive Media, Inc.",LiveXLive Media
LIZI,LIZHI INC.,LIZHI
LJPC,La Jolla Pharmaceutical Company,La Jolla Pharmaceutical
LKCO,Luokung Technology Corp,Luokung Technology Corp
LKFN,Lakeland Financial Corporation,Lakeland Financial 
LKOR,FlexShares Trust,FlexShares Trust
LKQ,LKQ Corporation,LKQ 
LL,"Lumber Liquidators Holdings, Inc",Lumber Liquidators
LLIT,Lianluo Smart Limited,Lianluo Smart
LLNW,"Limelight Networks, Inc.",Limelight Networks
LLY,Eli Lilly and Company,Eli Lilly and
LMAT,"LeMaitre Vascular, Inc.",LeMaitre Vascular
LMB,"Limbach Holdings, Inc.",Limbach
LMBS,First Trust Low Duration Opportunities ETF,First Trust Low Duration Opportunities ETF
LMFA,"LM Funding America, Inc.",LM Funding America
LMFAW,"LM Funding America, Inc.",LM Funding America
LMND,"Lemonade, Inc.",Lemonade
LMNL,Liminal BioSciences Inc.,Liminal BioSciences
LMNR,Limoneira Co,Limoneira Co
LMNX,Luminex Corporation,Luminex 
LMPX,"LMP Automotive Holdings, Inc.",LMP Automotive
LMRK,Landmark Infrastructure Partners LP,Landmark Infrastructure Partners
LMRKN,Landmark Infrastructure Partners LP,Landmark Infrastructure Partners
LMRKO,Landmark Infrastructure Partners LP,Landmark Infrastructure Partners
LMRKP,Landmark Infrastructure Partners LP,Landmark Infrastructure Partners
LMST,"Limestone Bancorp, Inc.",Limestone Bancorp
LMT,Lockheed Martin Corporation,Lockheed Martin 
LN,LINE Corporation,LINE 
LNC,Lincoln National Corporation,Lincoln National 
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Brasilagro Cia Brasileira De Propriedades Agricolas
LNDC,Landec Corporation,Landec 
LNGR,Global X Longevity Thematic ETF,Global X Longevity Thematic ETF
LNN,Lindsay Corporation,Lindsay 
LNT,Alliant Energy Corporation,Alliant Energy 
